-62.125, -16.935, 100
-60.125, -16.935, 100
-58.125, -16.935, 100
-56.125, -16.935, 100
-54.125, -16.935, 100
-52.125, -16.935, 100
-50.125, -16.935, 100
-48.125, -16.935, 100
-46.379, -17.189, 100
-46.379, -19.189, 100
-46.379, -21.189, 100
-46.379, -23.189, 100
-46.379, -25.189, 100
-46.379, -27.189, 100
-46.379, -29.189, 100
-46.379, -31.189, 100
-46.379, -33.189, 100
-46.379, -35.189, 100
-46.379, -37.189, 100
-46.379, -39.189, 100
-46.379, -41.189, 100
-46.379, -43.189, 100
-46.379, -45.189, 100
-46.633, -46.935, 100
-48.633, -46.935, 100
-50.633, -46.935, 100
-52.633, -46.935, 100
-54.633, -46.935, 100
-56.633, -46.935, 100
-58.633, -46.935, 100
-59.617, -46.935, 100
-57.617, -46.935, 100
-55.617, -46.935, 100
-53.617, -46.935, 100
-53.487, -48.805, 100
-53.487, -50.805, 100
-53.487, -52.805, 100
-53.487, -54.805, 100
-53.487, -56.805, 100
-53.487, -58.805, 100
-53.487, -60.805, 100
-51.844, -61.162, 100
-49.844, -61.162, 100
-47.844, -61.162, 100
-45.844, -61.162, 100
-43.844, -61.162, 100
-41.844, -61.162, 100
-39.844, -61.162, 100
-37.844, -61.162, 100
-35.844, -61.162, 100
-33.844, -61.162, 100
-31.844, -61.162, 100
-29.844, -61.162, 100
-27.844, -61.162, 100
-25.844, -61.162, 100
-23.844, -61.162, 100
-21.844, -61.162, 100
-19.844, -61.162, 100
-17.844, -61.162, 100
-15.844, -61.162, 100
-13.844, -61.162, 100
-11.844, -61.162, 100
-9.844, -61.162, 100
-7.844, -61.162, 100
-5.844, -61.162, 100
-3.844, -61.162, 100
-1.844, -61.162, 100
0.156, -61.162, 100
2.156, -61.162, 100
4.156, -61.162, 100
6.156, -61.162, 100
8.156, -61.162, 100
10.156, -61.162, 100
12.156, -61.162, 100
14.156, -61.162, 100
16.156, -61.162, 100
18.156, -61.162, 100
20.156, -61.162, 100
22.156, -61.162, 100
24.156, -61.162, 100
26.156, -61.162, 100
28.156, -61.162, 100
30.156, -61.162, 100
32.156, -61.162, 100
34.156, -61.162, 100
34.247, -59.253, 100
34.247, -57.253, 100
34.247, -55.253, 100
34.247, -53.253, 100
34.247, -51.253, 100
34.247, -49.253, 100
34.247, -47.253, 100
32.565, -46.935, 100
30.565, -46.935, 100
31.685, -46.935, 100
33.685, -46.935, 100
35.685, -46.935, 100
37.685, -46.935, 100
39.685, -46.935, 100
41.685, -46.935, 100
43.685, -46.935, 100
45.685, -46.935, 100
47.685, -46.935, 100
49.685, -46.935, 100
51.685, -46.935, 100
53.685, -46.935, 100
55.685, -46.935, 100
57.685, -46.935, 100
59.685, -46.935, 100
58.565, -46.935, 100
56.565, -46.935, 100
54.565, -46.935, 100
52.565, -46.935, 100
50.565, -46.935, 100
48.565, -46.935, 100
46.565, -46.935, 100
44.565, -46.935, 100
42.565, -46.935, 100
40.565, -46.935, 100
38.565, -46.935, 100
36.565, -46.935, 100
34.565, -46.935, 100
32.565, -46.935, 100
30.565, -46.935, 100
31.685, -46.935, 100
33.685, -46.935, 100
33.651, -45.626, 100
32.822, -43.806, 100
31.993, -41.986, 100
31.164, -40.166, 100
30.335, -38.346, 100
29.506, -36.526, 100
28.677, -34.706, 100
27.835, -32.892, 100
26.987, -31.08, 100
26.139, -29.269, 100
25.291, -27.458, 100
24.444, -25.646, 100
23.596, -23.835, 100
21.597, -23.829, 100
19.597, -23.825, 100
17.597, -23.822, 100
15.597, -23.818, 100
13.597, -23.815, 100
11.597, -23.811, 100
9.597, -23.808, 100
7.597, -23.804, 100
5.597, -23.801, 100
3.597, -23.797, 100
1.597, -23.794, 100
-0.403, -23.79, 100
-2.403, -23.787, 100
-4.403, -23.783, 100
-6.403, -23.78, 100
-8.402, -23.776, 100
-10.402, -23.773, 100
-12.402, -23.777, 100
-14.402, -23.787, 100
-16.402, -23.797, 100
-18.402, -23.807, 100
-20.402, -23.816, 100
-22.402, -23.826, 100
-23.024, -23.261, 100
-21.61, -21.847, 100
-20.196, -20.433, 100
-18.781, -19.018, 100
-17.367, -17.604, 100
-15.953, -16.19, 100
-14.539, -14.776, 100
-13.125, -13.362, 100
-11.71, -11.947, 100
-10.296, -10.533, 100
-10.34, -10.577, 100
-11.754, -11.991, 100
-13.169, -13.406, 100
-14.465, -13.641, 100
-15.569, -11.974, 100
-16.674, -10.307, 100
-17.778, -8.64, 100
-18.883, -6.972, 100
-19.988, -5.305, 100
-21.092, -3.638, 100
-22.197, -1.97, 100
-23.301, -0.303, 100
-24.406, 1.364, 100
-25.511, 3.031, 100
-26.615, 4.699, 100
-27.72, 6.366, 100
-28.825, 8.033, 100
-29.929, 9.701, 100
-31.034, 11.368, 100
-32.138, 13.035, 100
-33.243, 14.702, 100
-34.348, 16.37, 100
-35.452, 18.037, 100
-36.557, 19.704, 100
-37.661, 21.371, 100
-38.766, 23.039, 100
-39.871, 24.706, 100
-40.975, 26.373, 100
-42.08, 28.041, 100
-43.185, 29.708, 100
-44.289, 31.375, 100
-45.394, 33.042, 100
-46.498, 34.71, 100
-47.603, 36.377, 100
-48.708, 38.044, 100
